"site","COVERTYPE","LRU2","drain","chem","text","form","ntrees","prop","Pinus","Tsuga","Fagus","Acer","Tilia","Carya","Quercus","Ulmus","Fraxinus","Larix","Thuja","Picea","Abies","PopLirio","Betula","Aesculus","Alnus","Castanea","Celtis","Cercis","Cornus","Crataegus","Cupressaceae","Juglans","Morus","NyssaLiquidambar","OstryaCarpinus","Platanus","Prunus","RobiniaGleditsia","Salix","Sassafras","rarea"
"98A dry typic clayey plains","MIXED HARDWOOD SWAMP","98A","dry","typic","clayey","plains",34,2.2,0,0,2.9,11.8,0,0,38.2,11.8,17.6,2.9,0,0,0,5.9,5.9,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,2.7
"98A moist typic loamy plains","MIXED OAK FOREST","98A","moist","typic","loamy","plains",98,2.6,0,0,0,1,0,3.1,90.8,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
"98A wet typic clayey plains","OAK-HICKORY FOREST","98A","wet","typic","clayey","plains",67,9.8,0,0,3,3,0,6,56.7,11.9,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1.5,3,0,3,0,0,0,7.3
"98A wet dysic mucky plains","WET PRAIRIE","98A","wet","dysic","mucky","plains",43,23.4,0,0,0,0,0,2.3,72.1,2.3,0,11.6,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9
"98A dry typic mucky plains","MIXED HARDWOOD SWAMP","98A","dry","typic","mucky","plains",6,3.2,0,0,0,16.7,0,0,66.7,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1
"98A wet typic clayey plains","WET PRAIRIE","98A","wet","typic","clayey","plains",69,10.1,0,0,0,1.4,0,0,56.5,5.8,1.4,20.3,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
"98A moist typic clayey plains","LAKE/RIVER","98A","moist","typic","clayey","plains",15,0.6,13.3,0,6.7,13.3,0,0,53.3,0,0,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
"98A dry typic loamy plains","BLACK ASH SWAMP","98A","dry","typic","loamy","plains",12,0.1,0,0,8.3,0,8.3,0,8.3,16.7,41.7,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,
"98A moist typic alluvial floodplain","MIXED OAK SAVANNA","98A","moist","typic","alluvial","floodplain",26,7.4,0,0,0,0,0,0,76.9,15.4,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7
"98A wet typic clayey plains","MIXED OAK SAVANNA","98A","wet","typic","clayey","plains",32,4.7,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
"98A dry typic clayey plains","SHRUB SWAMP/EMERGENT MARSH","98A","dry","typic","clayey","plains",26,1.7,0,0,0,0,0,3.8,73.1,0,11.5,7.7,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
"99B wet typic loamy plains","WET PRAIRIE","99B","wet","typic","loamy","plains",31,2,0,0,0,3.2,0,0,54.8,3.2,29,0,0,0,0,6.5,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"99B wet typic alluvial floodplain","WET PRAIRIE","99B","wet","typic","alluvial","floodplain",5,2.2,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,40,0,1.5
"99B moist euic sandy plains","SHRUB SWAMP/EMERGENT MARSH","99B","moist","euic","sandy","plains",13,0.8,7.7,0,0,0,0,0,23.1,15.4,15.4,7.7,0,0,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
"99B wet typic loamy plains","SHRUB SWAMP/EMERGENT MARSH","99B","wet","typic","loamy","plains",23,1.5,0,0,0,13,0,0,30.4,17.4,17.4,17.4,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9
"99B wet euic mucky plains","SHRUB SWAMP/EMERGENT MARSH","99B","wet","euic","mucky","plains",5,2.5,0,0,0,0,0,0,0,0,60,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
"99B moist typic loamy plains","SHRUB SWAMP/EMERGENT MARSH","99B","moist","typic","loamy","plains",18,0.7,0,0,0,33.3,0,0,5.6,27.8,11.1,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
"99B moist dysic sandy plains","BLACK ASH SWAMP","99B","moist","dysic","sandy","plains",8,1.6,0,25,0,12.5,12.5,0,0,0,12.5,0,25,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"99B moist typic loamy plains","WET PRAIRIE","99B","moist","typic","loamy","plains",8,0.3,12.5,0,0,0,0,12.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"99B moist euic sandy plains","MIXED OAK FOREST","99B","moist","euic","sandy","plains",2,0.1,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"99B dry rich sandy plains","MIXED OAK SAVANNA","99B","dry","rich","sandy","plains",4,1.8,0,0,0,0,0,0,75,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"99B moist euic sandy plains","MIXED OAK SAVANNA","99B","moist","euic","sandy","plains",3,0.2,0,0,0,0,0,0,66.7,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99B moist typic loamy plains","MIXED OAK SAVANNA","99B","moist","typic","loamy","plains",2,0.1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"99B moist dysic sandy plains","SHRUB SWAMP/EMERGENT MARSH","99B","moist","dysic","sandy","plains",2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
"98A dry typic mucky plains","OAK-HICKORY FOREST","98A","dry","typic","mucky","plains",22,11.6,0,0,4.5,9.1,0,0,72.7,0,9.1,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7
"98A dry typic sandy plains","BLACK OAK BARREN","98A","dry","typic","sandy","plains",182,13.2,1.6,0,0,0,0,2.7,95.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8
"98A moist typic clayey plains","MIXED OAK SAVANNA","98A","moist","typic","clayey","plains",70,2.8,0,0,0,2.9,1.4,5.7,77.1,7.1,4.3,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"98A dry rich sandy slopes","WHITE PINE-WHITE OAK FOREST","98A","dry","rich","sandy","slopes",6,2.6,33.3,0,0,0,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
"98A dry typic alluvial floodplain","MIXED HARDWOOD SWAMP","98A","dry","typic","alluvial","floodplain",18,5.2,0,0,5.6,16.7,0,0,27.8,11.1,22.2,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
"99A moist euic sandy plains","MIXED OAK FOREST","99A","moist","euic","sandy","plains",159,14.6,0,0,0,1.3,0,1.3,95.6,0.6,0.6,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"99A moist euic sandy plains","BLACK OAK BARREN","99A","moist","euic","sandy","plains",12,1.1,0,0,0,0,0,0,83.3,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
"99A moist typic loamy plains","BLACK OAK BARREN","99A","moist","typic","loamy","plains",8,0.8,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
"99A moist euic sandy plains","WET PRAIRIE","99A","moist","euic","sandy","plains",113,10.4,2.7,0,0,8,0.9,0,57.5,10.6,8,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0.9,14.2
"99A wet euic sandy plains","BEECH-SUGAR MAPLE FOREST","99A","wet","euic","sandy","plains",30,33,0,0,6.7,3.3,3.3,6.7,40,10,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,25.2
"98A dry typic clayey plains","MIXED OAK SAVANNA","98A","dry","typic","clayey","plains",120,7.7,0,0,0,0,0.8,0.8,95,0.8,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0,0,0,0,0,5.5
"99B moist dysic sandy plains","WHITE PINE-RED PINE FOREST","99B","moist","dysic","sandy","plains",6,1.2,33.3,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
"99B dry spodic sandy plains","CEDAR SWAMP","99B","dry","spodic","sandy","plains",4,4.5,0,0,0,0,0,0,0,0,25,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"99B dry typic sandy plains","WHITE PINE-RED PINE FOREST","99B","dry","typic","sandy","plains",4,6.2,75,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"99B dry typic sandy plains","MIXED HARDWOOD SWAMP","99B","dry","typic","sandy","plains",2,3.1,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
"99B wet euic sandy plains","JACK PINE-RED PINE FOREST","99B","wet","euic","sandy","plains",2,0.5,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"99B moist dysic sandy plains","JACK PINE-RED PINE FOREST","99B","moist","dysic","sandy","plains",4,0.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
"99B dry typic sandy plains","JACK PINE-RED PINE FOREST","99B","dry","typic","sandy","plains",4,6.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5
"97A dry typic alluvial floodplain","SHRUB SWAMP/EMERGENT MARSH","97A","dry","typic","alluvial","floodplain",2,1.3,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
"97A dry typic loamy plains","OAK-HICKORY FOREST","97A","dry","typic","loamy","plains",51,6.2,0,0,7.8,0,2,7.8,78.4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6.1
"97A moist typic loamy plains","OAK-HICKORY FOREST","97A","moist","typic","loamy","plains",10,1.8,0,0,10,0,10,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
"97A dry typic sandy plains","OAK-HICKORY FOREST","97A","dry","typic","sandy","plains",54,3.8,14.8,3.7,3.7,1.9,0,0,61.1,0,3.7,0,0,0,0,3.7,0,0,0,0,0,0,3.7,0,0,0,0,0,3.7,0,0,0,0,0,3.7
"97A moist euic sandy plains","OAK-HICKORY FOREST","97A","moist","euic","sandy","plains",16,2.9,0,6.2,6.2,6.2,0,0,68.8,6.2,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
"97A wet typic clayey plains","BEECH-SUGAR MAPLE FOREST","97A","wet","typic","clayey","plains",56,26,0,3.6,30.4,19.6,7.1,0,3.6,14.3,8.9,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,3.6,1.8,1.8,0,0,0,29.1
"97A dry rich sandy plains","OAK-HICKORY FOREST","97A","dry","rich","sandy","plains",120,21.1,1.7,0,1.7,0.8,0,1.7,92.5,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,18.1
"97A wet typic alluvial floodplain","SHRUB SWAMP/EMERGENT MARSH","97A","wet","typic","alluvial","floodplain",15,6,0,0,6.7,0,0,0,20,20,20,0,0,0,0,0,0,0,6.7,0,0,0,0,6.7,0,0,0,0,0,6.7,0,0,13.3,0,8.7
"97A dry typic sandy slopes","MIXED HARDWOOD SWAMP","97A","dry","typic","sandy","slopes",3,6.2,33.3,0,0,33.3,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"97A moist euic sandy plains","BLACK OAK BARREN","97A","moist","euic","sandy","plains",2,0.4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"97A dry typic mucky plains","MIXED CONIFER SWAMP","97A","dry","typic","mucky","plains",4,33.3,0,0,25,0,0,0,0,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2
"97A dry typic loamy plains","GRASSLAND","97A","dry","typic","loamy","plains",6,0.7,0,0,0,0,0,33.3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
"97A wet typic loamy plains","MIXED HARDWOOD SWAMP","97A","wet","typic","loamy","plains",10,16.4,0,0,10,30,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9
"99B wet euic sandy plains","BEECH-SUGAR MAPLE FOREST","99B","wet","euic","sandy","plains",30,7.8,3.3,0,33.3,10,0,3.3,6.7,10,13.3,6.7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,12.1
"99B dry typic sandy plains","BEECH-SUGAR MAPLE FOREST","99B","dry","typic","sandy","plains",10,15.4,0,0,40,20,0,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7
"99B dry typic clayey plains","BEECH-SUGAR MAPLE FOREST","99B","dry","typic","clayey","plains",36,54.5,5.6,5.6,41.7,25,5.6,2.8,0,2.8,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.9
"99B dry rich sandy plains","OAK-HICKORY FOREST","99B","dry","rich","sandy","plains",2,0.9,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
"99B moist typic alluvial floodplain","WHITE PINE-WHITE OAK FOREST","99B","moist","typic","alluvial","floodplain",2,0.8,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"99B dry typic alluvial floodplain","BEECH-SUGAR MAPLE FOREST","99B","dry","typic","alluvial","floodplain",12,37.5,0,25,25,16.7,0,0,0,16.7,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7
"99B dry typic loamy plains","WHITE PINE-WHITE OAK FOREST","99B","dry","typic","loamy","plains",2,0.4,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
"99B moist dysic sandy plains","OAK-HICKORY FOREST","99B","moist","dysic","sandy","plains",3,0.6,0,0,33.3,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,0,0.5
"111BA moist typic clayey plains","MIXED OAK FOREST","111BA","moist","typic","clayey","plains",43,3.4,0,0,0,0,0,4.7,95.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9
"111BA dry typic sandy plains","OAK-HICKORY FOREST","111BA","dry","typic","sandy","plains",15,40.5,0,0,0,0,0,6.7,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3
"111BA wet euic sandy plains","MIXED CONIFER SWAMP","111BA","wet","euic","sandy","plains",2,11.8,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8
"99A moist typic clayey plains","MIXED OAK SAVANNA","99A","moist","typic","clayey","plains",21,1.2,0,0,0,0,0,0,76.2,19,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
"99A wet typic clayey plains","SHRUB SWAMP/EMERGENT MARSH","99A","wet","typic","clayey","plains",10,0.6,0,0,0,20,0,0,30,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2.4
"111BA dry rich sandy plains","MIXED OAK SAVANNA","111BA","dry","rich","sandy","plains",46,15.6,0,0,0,0,0,4.3,93.5,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"99A dry typic loamy plains","BLACK ASH SWAMP","99A","dry","typic","loamy","plains",8,2.2,0,0,0,0,0,0,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
"111BA moist typic alluvial floodplain","MIXED OAK SAVANNA","111BA","moist","typic","alluvial","floodplain",4,5.3,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
"99A dry typic loamy plains","MIXED OAK SAVANNA","99A","dry","typic","loamy","plains",12,3.3,0,0,0,0,0,0,75,16.7,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
"99A moist typic clayey plains","OAK-HICKORY FOREST","99A","moist","typic","clayey","plains",72,4.1,0,0,4.2,5.6,9.7,12.5,36.1,11.1,15.3,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,1.7
"111BA dry typic clayey plains","MIXED OAK SAVANNA","111BA","dry","typic","clayey","plains",57,8.2,0,0,0,1.8,0,5.3,91.2,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3
"97A dry rich sandy plains","MIXED HARDWOOD SWAMP","97A","dry","rich","sandy","plains",1,0.2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
"97A moist typic alluvial floodplain","SHRUB SWAMP/EMERGENT MARSH","97A","moist","typic","alluvial","floodplain",6,2.1,33.3,0,0,33.3,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
"97A dry typic sandy plains","MIXED HARDWOOD SWAMP","97A","dry","typic","sandy","plains",12,0.8,8.3,8.3,33.3,0,0,0,16.7,16.7,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
"97A moist euic mucky plains","MIXED CONIFER SWAMP","97A","moist","euic","mucky","plains",9,33.3,33.3,0,22.2,0,0,0,11.1,0,11.1,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5
"97A wet euic sandy plains","MUSKEG/BOG","97A","wet","euic","sandy","plains",14,7.7,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8
"97A dry rich sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","97A","dry","rich","sandy","plains",5,0.9,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6
"97A moist typic alluvial floodplain","BEECH-SUGAR MAPLE-HEMLOCK FOREST","97A","moist","typic","alluvial","floodplain",22,7.6,9.1,13.6,50,4.5,0,0,0,4.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0,0,0,0,4.8
"97A wet euic sandy plains","WHITE PINE-WHITE OAK FOREST","97A","wet","euic","sandy","plains",2,1.1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
"97A dry typic alluvial floodplain","BEECH-SUGAR MAPLE-HEMLOCK FOREST","97A","dry","typic","alluvial","floodplain",32,20.9,0,40.6,31.2,15.6,0,0,0,3.1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,12.7
"99B wet typic alluvial floodplain","BLACK ASH SWAMP","99B","wet","typic","alluvial","floodplain",12,5.2,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
"97A moist dysic sandy plains","MIXED HARDWOOD SWAMP","97A","moist","dysic","sandy","plains",10,2.1,20,20,30,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5.6
"111BA moist typic alluvial floodplain","WET PRAIRIE","111BA","moist","typic","alluvial","floodplain",8,10.7,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
"111BA dry typic alluvial floodplain","MIXED HARDWOOD SWAMP","111BA","dry","typic","alluvial","floodplain",10,6.3,0,0,0,0,0,0,40,20,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6.8
"111BA dry rich sandy plains","MIXED OAK FOREST","111BA","dry","rich","sandy","plains",51,17.3,0,0,0,0,2,0,88.2,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,15.8
"111BA wet typic clayey slopes","MIXED OAK FOREST","111BA","wet","typic","clayey","slopes",4,66.7,0,0,0,0,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"111BA wet typic clayey plains","MIXED HARDWOOD SWAMP","111BA","wet","typic","clayey","plains",20,10.2,0,0,0,15,5,5,20,25,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1
"111BA wet euic mucky plains","MIXED OAK FOREST","111BA","wet","euic","mucky","plains",1,1.2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
"111BA dry typic clayey plains","WET PRAIRIE","111BA","dry","typic","clayey","plains",10,1.4,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
"111BA dry typic mucky plains","MIXED OAK FOREST","111BA","dry","typic","mucky","plains",3,13.6,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
"111BA wet euic mucky plains","OAK-HICKORY FOREST","111BA","wet","euic","mucky","plains",4,4.7,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"111BA dry rich sandy slopes","MIXED OAK FOREST","111BA","dry","rich","sandy","slopes",4,40,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"111BA wet typic loamy plains","OAK-HICKORY FOREST","111BA","wet","typic","loamy","plains",4,11.4,0,0,0,0,0,0,50,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7
"111BA dry typic loamy slopes","MIXED OAK FOREST","111BA","dry","typic","loamy","slopes",6,27.3,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1
"111BA dry typic loamy plains","MIXED HARDWOOD SWAMP","111BA","dry","typic","loamy","plains",8,0.6,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
"97A dry rich sandy slopes","OAK-HICKORY FOREST","97A","dry","rich","sandy","slopes",16,61.5,18.8,12.5,0,0,12.5,6.2,25,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.1
"97A wet typic alluvial floodplain","WET PRAIRIE","97A","wet","typic","alluvial","floodplain",5,2,0,0,0,0,0,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
"97A dry typic loamy slopes","OAK-HICKORY FOREST","97A","dry","typic","loamy","slopes",7,11.9,14.3,0,0,0,0,0,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
"98A dry typic loamy plains","MIXED OAK FOREST","98A","dry","typic","loamy","plains",1037,7.5,0,0,0.1,0.3,0.1,7.4,90.1,0.3,0.6,0.1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,5.6
"98A dry typic clayey plains","MIXED OAK FOREST","98A","dry","typic","clayey","plains",105,6.8,0,0,1,3.8,0,0,89.5,1,2.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
"98A wet euic sandy plains","MIXED OAK FOREST","98A","wet","euic","sandy","plains",2,0.9,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
"98A moist euic mucky plains","BLACK OAK BARREN","98A","moist","euic","mucky","plains",56,8.4,0,0,0,0,0,0,85.7,0,0,7.1,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,6.8
"98A dry typic clayey plains","BLACK OAK BARREN","98A","dry","typic","clayey","plains",128,8.2,0,0,0,1.6,0,6.2,84.4,0.8,0.8,0.8,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,7.7
"98A moist euic mucky plains","WET PRAIRIE","98A","moist","euic","mucky","plains",91,13.6,1.1,0,0,0,0,0,85.7,2.2,0,6.6,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3
"98A dry typic clayey plains","LAKE/RIVER","98A","dry","typic","clayey","plains",11,0.7,0,0,9.1,0,0,0,81.8,0,0,0,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
"98A dry typic loamy slopes","BLACK OAK BARREN","98A","dry","typic","loamy","slopes",74,23.1,4.1,0,0,0,0,1.4,91.9,1.4,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8
"98A dry typic alluvial floodplain","BLACK OAK BARREN","98A","dry","typic","alluvial","floodplain",26,7.5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
